用户名,UID,IP归属地,楼层,时间,评论内容
刘影机的铁杆黑粉,350743208,辽宁,4399,2025-06-17 13:43:37,汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪
草莓抹茶小蛋糕,273645998,福建,4394,2025-06-17 13:43:14,腰那一部分的配色好希儿
Howdus,289690977,江苏,4393,2025-06-17 13:43:14,拼好人
钅丁氵告,253916045,浙江,4392,2025-06-17 13:42:40,我的感觉是摆着灵砂姿势长着素裳脸穿着希儿衣服的芽衣？？？
流云而已,75442710,河北,4390,2025-06-17 13:42:37,啊？谁？下下个版本到底什么情况！！？？
紫沫想当欧皇呀,355515394,广东,4385,2025-06-17 13:42:00,没活了可以咬打火机
背叛者零羽,74364223,,4379,2025-06-17 13:41:23,世界上的另一个我.jpg
【宿命之梦】,73888331,河南,4370,2025-06-17 13:40:47,令我追忆故人
52刘小辉,407274493,辽宁,4359,2025-06-17 13:39:40,能白给我吗
出逃旅行者,300419890,湖南,4355,2025-06-17 13:39:06,明天会是谁呢，好难等啊
遐蝶遐蝶遐,351728957,江苏,4352,2025-06-17 13:38:58,"#大海洋音音🎼人美声甜 
#海瑟音❤️沧海遗珠 
#海瑟音🎵🎵以一敌万 
#海瑟音女人中的女人 
#海瑟音首次回应进dot队传闻 
#卡芙卡黑天鹅被拍到正在做法混沌回忆 
#卡芙卡黑天鹅被拍到正在做法虚构叙事 
#卡芙卡黑天鹅被拍到正在做法末日幻影 
#音音我们来接你回家啦"
秋雨空吟,310133272,湖北,4341,2025-06-17 13:38:31,就我觉得她的头身比例不协调吗？
泽野弘志,331847418,湖北,4333,2025-06-17 13:38:05,是dot队的不，是我就抽了
白玖瞳,339452192,广东,4325,2025-06-17 13:37:30,有点像拼好音了，感觉衣服是希尔的，脸是李素裳的，姿势灵沙的
八雀亭茶國斎,200030791,四川,4321,2025-06-17 13:36:54,和剧情插画给人的感觉差太多了
希里克斯,352575016,安徽,4317,2025-06-17 13:36:12,不喜欢那个花纹呜呜呜，感觉好奶奶风，有了就聚焦在花纹上，没有就聚焦在脸上，感觉可以搞点其他设计来着，喜欢的也挺好，反正官方不会改，你就让让我说说吧，我真的以为伊甸那种，所以有点点伤心T
俩位晶体,444477408,福建,4314,2025-06-17 13:36:08,所以破洞黑丝得实装到建模吧
背叛者零羽,74364223,,4282,2025-06-17 13:33:16,不是，怎么有一种李素裳和苍玄合体的感觉
一只半萌新,307185092,山西,4277,2025-06-17 13:32:54,这脸上是不是龙鳞呀？
MyS血小板,73734973,四川,4248,2025-06-17 13:30:48,针灸一个四星没有
加贺莉萨菈,378357845,广东,4244,2025-06-17 13:30:21,
愉中,326708228,福建,4240,2025-06-17 13:30:15,豪无违合感
踅转无限,224447056,湖南,4239,2025-06-17 13:30:12,珊瑚宫素裳
佟茹,275119908,江苏,4231,2025-06-17 13:29:41,进dot吗，那必抽了
yuchen520,360955692,福建,4230,2025-06-17 13:29:38,希儿加素裳
粉球到我怀里来,396963906,天津,4228,2025-06-17 13:29:32,不管了，我要做海塞音和刻律德拉姐姐的狗
我素纯直女,342264488,广西,4224,2025-06-17 13:29:27,是不是成女啊
在你胡辣汤里猛加酸奶,306350924,山东,4222,2025-06-17 13:29:16,黑大帅的审美还是一如既往那般，令人心动
茶苑tea,264183789,福建,4202,2025-06-17 13:28:01,明明叫海瑟音但服饰设计只有海螺比较有关联，服饰还有一种拼好服的感觉，铁的设计相似感真的好多，很希望出点独特的设计，都海的女儿了，明明可以往海洋方面设计的
hy凌o,438674018,河南,4187,2025-06-17 13:26:47,
ViViJiaJia,335037086,广西,4186,2025-06-17 13:26:45,確實瑟
油黄蟹蟹,391103849,江西,4181,2025-06-17 13:26:33,这对吗
七月卡芙卡,18869324,贵州,4178,2025-06-17 13:26:03,这是什么拼好海？希儿的衣服，素裳的头，灵纱的动作，白露的背景
wind呀,204608216,辽宁,4150,2025-06-17 13:24:14,这个体型有点难猜啊
Xaryur,288599188,湖南,4146,2025-06-17 13:24:08,拼好角
免费的劳动力,398064123,山西,4140,2025-06-17 13:23:31,
安室柯李,281596728,山东,4139,2025-06-17 13:23:29,
我的萨缪尔小姐,365217364,浙江,4129,2025-06-17 13:22:59,好像素裳……
夙浅Y,339024622,浙江,4126,2025-06-17 13:22:45,海六万，跟我组一辈子dot队吧！
阿巴阿巴懂了懂了,310361686,江苏,4116,2025-06-17 13:22:13,开拓者解锁新称号：小灰苗
天知道呢12,443629521,湖北,4113,2025-06-17 13:22:06,真好看，又再骗我不停的抽女角色QWQ我已经抽了一堆女角色了，我还想着抽几个男角色当花瓶养着，结果全抽女角色去了
开录像店旅行的开拓者,288949476,山东,4107,2025-06-17 13:21:42,感觉像是穿着希儿衣服的素裳
倒霉的正能量,222751981,四川,4094,2025-06-17 13:20:52,难绷了 拼好人了属于是😂
翊空,15035355,广东,4088,2025-06-17 13:20:29,素裳扒了来到仙舟旅游的希儿衣服，然后装作灵砂的样子躺在白露的老家里
不喷不算坏,332625743,安徽,4086,2025-06-17 13:20:25,Dot队，一个没有，只有2+1黄泉，巨想抽，有什么建议吗
网炸被骗8000,74256319,新疆,4081,2025-06-17 13:20:01,角色设计也是灵感耗尽了
空天衲逝,79756168,陕西,4080,2025-06-17 13:19:56,和之前图里给人的感觉不一样了，有点慵懒？
李素裳永远的神,402381423,陕西,4077,2025-06-17 13:19:35,都说像是李素裳，我倒觉得看上去像隔壁崩三重女
白冥落,342959540,河北,4062,2025-06-17 13:18:45,素裳？你怎么穿人希儿的衣服
AccessDenied,302870461,广东,4053,2025-06-17 13:18:05,立绘又有点像阮梅的通模，同质化严重啊😦
方法一场雨还能进步,441558616,浙江,4034,2025-06-17 13:17:06,小卢卡罢了
浮世散祁,335410667,江西,4024,2025-06-17 13:16:23,突然安心，因为如果她能出场，说明其他黄金裔也能回来了，毕竟是同一届黄金裔嘛
归来再现荣光,449424304,福建,4018,2025-06-17 13:16:08,sp版素裳吗？
卡芙卡M虚无,17060889,广东,3975,2025-06-17 13:13:57,留给米哈游的新造型（脸型，立绘，观感）不多了
涼星萤七茶,287390108,河北,3950,2025-06-17 13:12:33,她叫我灰色的小鱼苗？
小惠最可爱,271923661,江西,3941,2025-06-17 13:12:04,怎么办？我越看越像大黑塔和阮梅生的娃
鸡蛙骑士,294746442,广东,3931,2025-06-17 13:11:29,虚无的都在我xp上
西格弗里德Sig,343339100,河南,3929,2025-06-17 13:11:22,
纯美精神永存,286676813,广东,3923,2025-06-17 13:11:08,穿着希儿衣服的素裳
过客off,352889888,北京,3919,2025-06-17 13:10:52,这不李大枕头吗
钰有亿点烦,349641958,陕西,3901,2025-06-17 13:10:16,谁家OC出来了
滑稽霸,5351259,广东,3889,2025-06-17 13:09:20,破洞丝袜
不语只一味抽卡,347298903,浙江,3878,2025-06-17 13:08:18,应该是可以用小提琴拉一道声波使对面陷入沉睡，然后用酒杯施加dot吧
XODMR,340093697,湖南,3875,2025-06-17 13:08:13,如何
铩旻哈哈哈哈哈,405761359,重庆,3865,2025-06-17 13:07:50,看来也搬到奥赫玛了
我的饭好吃所以来找我,83379033,四川,3850,2025-06-17 13:07:02,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
别磕夏雅了小黑子们,367157824,安徽,3842,2025-06-17 13:06:48,阮梅、希儿、素裳、灵砂、花火……?
王朝猎玛,429182282,安徽,3840,2025-06-17 13:06:35,dot队真的要重见天日了吗
鸢尾家的,250982191,黑龙江,3838,2025-06-17 13:06:33,"可别说翁法洛斯这些人都是在拿三月七的记忆搓出来的再演算结果，那这样可真是够爆的了，红发提宝老师是姬子记忆捏造出来的，然后三月七觉得爷是救世主，毕竟爷也的确脸接大招救过三月，然后海瑟音也是很多人的印象重新组合构成的，翁法洛斯的记忆是拿三月七的记忆作为素材来重新组合进行演算得到的？那你要这么展开那可真是有意思了
毕竟垃圾桶萨姆说这玩意真的是有点东西在的"
她和荧一样美,229224322,江苏,3833,2025-06-17 13:06:18,一个战士 放这个姿势不太适合吧 应该脚踩一群死人才对
Feather302,302169486,广东,3813,2025-06-17 13:05:22,江郎才尽了
星凛之鹿,294057356,辽宁,3812,2025-06-17 13:05:20,不行了哥，这立绘太人山人海了
主教奥托Apocalypse,334430911,江苏,3808,2025-06-17 13:05:14,我吃！
往世空幻,380684402,湖北,3797,2025-06-17 13:04:29,这脸一股后崩芽衣的味儿
苏梦洛梦苏,377246651,湖南,3795,2025-06-17 13:04:27,孩子们，你们是玩梗，只有我是真抽了
小乱7u7,316137841,江西,3792,2025-06-17 13:04:18,希砂！！！
梦与渔,319992953,重庆,3790,2025-06-17 13:04:14,李素裳的头，花火的鱼，心海的背景，希儿的配色和衣服……拼好音……?
玖辞江南居,312267631,新疆,3787,2025-06-17 13:04:02,脸像崩三素裳，整个头加上姿势像灵砂，衣服同时有着绀海希儿和下城区希儿的感觉，然后丝袜又有点神秘头纱女子的感觉，我嘞个拼好崩
眼罩控在此,404243280,广东,3786,2025-06-17 13:03:58,希儿？李素裳？
野生流萤,329036209,广东,3785,2025-06-17 13:03:58,拼好人
omiga088,72220186,上海,3784,2025-06-17 13:03:57,素裳穿着希儿的衣服摆出灵砂的动作是吧
我才不喜欢病娇哩,233723975,安徽,3783,2025-06-17 13:03:54,很难想象上个四星是貊泽
金三的三字经,204530899,福建,3782,2025-06-17 13:03:53,腿环呢？失去灵魂了
爱门一夜龙凌,381542799,广东,3781,2025-06-17 13:03:51,这怎么像李素裳，配点阮梅的呢、了？
阴阳太极剑,286881111,辽宁,3780,2025-06-17 13:03:39,要是dot手dot队就起飞了
无敌小坑神,73737274,江苏,3779,2025-06-17 13:03:36,必拿下
acidnova,381177879,天津,3777,2025-06-17 13:03:33,新的lp，您终于来了
老猫鸫,202051268,广西,3776,2025-06-17 13:03:31,
飞霄I,157869810,广东,3775,2025-06-17 13:03:31,明天刻律
fedfish,418793750,江西,3774,2025-06-17 13:03:26,怎么看到了素裳、阮梅、忘归人、灵砂的影子
好难好肝,278713913,河北,3772,2025-06-17 13:03:24,海瑟音小姐我是你的灰色小鱼苗啊！海瑟音小姐！
诸葛人才,203668021,河南,3770,2025-06-17 13:03:19,灵砂拿莫娜的衣服改改穿身上了？
月夜星途,437295718,广西,3768,2025-06-17 13:03:12,我也感觉是。
Howdus,289690977,江苏,3767,2025-06-17 13:03:11,我忍不了了，她跟李素裳和灵砂和阮梅是什么关系？
mhy勿忘初心,192763511,浙江,3766,2025-06-17 13:03:09,好像隔壁素裳？意思是银狼和布洛妮娅，大枕头和素裳这种同位体都会在铁道出两个吗？那就是会有芽衣二号，希儿二号，姬子二号？
灵修兮,254941742,江苏,3763,2025-06-17 13:02:53,不是我怎么感觉怪怪的？把希儿的衣服抢了，然后脑袋有点像素裳的头。
yfdfc,253433745,江苏,3761,2025-06-17 13:02:49,穿着希儿
hy凌o,438674018,河南,3741,2025-06-17 13:02:01,有点好看
独慕南一枝,284105042,云南,3733,2025-06-17 13:01:24,李素裳驾到，通通闪开！
等候1,424715944,广东,3732,2025-06-17 13:01:21,感觉有点芽衣远看
崩坏一星琼铁道,380911906,云南,3698,2025-06-17 13:00:14,竟然出已经死亡的角色立绘，那是不是说明下个版本是真的要轮回了，白厄负面情绪就变化出盗火行者
NBjXrQPsraoxnNnhfgZ,230717316,,3696,2025-06-17 13:00:11,可以适配椒丘吗？
空想神去就行,188223498,上海,3691,2025-06-17 13:00:00,不是哥们 这么好看
z流萤酱z,409610168,江西,3685,2025-06-17 12:59:41,"翁法罗斯的四星角色是灭绝了吗？
一个都没出…"
安不佑神,291675634,四川,3681,2025-06-17 12:59:38,拼好饭
春秋星河,301149885,山东,3662,2025-06-17 12:58:36,看来3.5开拓者应该是要回到这一轮再创世的最前面了，下个版本有可能是白厄把整个翁扬了，然后昔涟出来救场，何者op里面的那个高潮转接的图片应该就是要在这个版本出现了
别念名字了,339733890,江苏,3657,2025-06-17 12:58:13,还不出四星吗
梦死希灭,418343158,安徽,3653,2025-06-17 12:58:04,这个游戏是没有四星吗
rnv10039,20082013,山东,3648,2025-06-17 12:57:30,话说不会真的要出个大地兽吧 那个大地泰坦
Aa我真不玩游戏,442862976,广东,3647,2025-06-17 12:57:30,希儿的衣服加灵砂的动作
故仙酱,322227719,广东,3643,2025-06-17 12:57:23,妈妈。
青竹B,277647277,广东,3638,2025-06-17 12:57:11,1.0-2.0时代的dot随着海瑟音大人和卡妈加强，又能大一个大版本了
阿明纳赛尔,307626568,广东,3635,2025-06-17 12:57:09,黑化灵砂，持暗族
皮新生,173592345,湖南,3632,2025-06-17 12:57:00,感觉好敷衍的立绘……尤其是背景珊瑚
舰长zm,308920938,河北,3627,2025-06-17 12:56:44,
随便sorry,290325462,河北,3626,2025-06-17 12:56:37,
梅兰娜,426786045,河南,3624,2025-06-17 12:56:34,细看其实还是挺好看的
喵内！！！！,81657034,湖北,3621,2025-06-17 12:56:24,李素谁？
一U哈,421190489,福建,3611,2025-06-17 12:56:09,虚无吗，不会是dot队的补强吧
丨薇尔莉特丨,172689166,北京,3610,2025-06-17 12:56:09,希儿：不给补特效就算了，咋还抢人家衣服穿
默蝉ovo,236809877,河北,3607,2025-06-17 12:55:58,素裳➕希尔的衣服对嘛？，有点意思
Leftt,377488393,云南,3603,2025-06-17 12:55:51,希儿，你怎么摆着灵砂的poss睡在白露的立绘背景上
清余1,348700227,四川,3601,2025-06-17 12:55:46,你好像很多人
鷕懿,365163163,广东,3600,2025-06-17 12:55:45,家人们计划有变，白垩可以先放一边了
第2021号清洁工,153509942,广西,3591,2025-06-17 12:55:21,实在太难绷了，有种素裳穿了希儿衣服的既视感
米忽悠舰长氪,303996318,海南,3566,2025-06-17 12:54:39,以为是伊甸，结果是素裳
西风尽头再见吧,331973027,江西,3564,2025-06-17 12:54:29,
西风尽头再见吧,331973027,江西,3559,2025-06-17 12:54:24,
西风尽头再见吧,331973027,江西,3557,2025-06-17 12:54:18,
寒雁一影,358883601,浙江,3548,2025-06-17 12:54:07,太好了是海瑟音，dot队有救了
爱莉希不希雅,298493734,新疆,3536,2025-06-17 12:53:34,图2（）
是可苏鸭,74187996,广西,3524,2025-06-17 12:53:19,素裳的脸芽衣的头发和眼睛希儿的衣服灵纱的动作
变态的嘟嘟可,324376320,广东,3510,2025-06-17 12:52:45,我的妈呀，第一眼还以为是素裳的同人图，看到海瑟音三个字，直接懵逼了
星铁小原帽,263974603,山东,3507,2025-06-17 12:52:40,海瑟灵
蓂洛,285182021,四川,3502,2025-06-17 12:52:25,这不是我家裳裳吗，怎么跑翁法罗斯去了
秋木苏苏,73999000,甘肃,3489,2025-06-17 12:52:06,就我觉得海瑟音像成熟版芽衣吗？
夜夜风雨,77142624,四川,3473,2025-06-17 12:51:33,像是希儿和灵砂的结合体
逝去之风0,359941201,贵州,3471,2025-06-17 12:51:30,总感觉脸眼熟，比如灵砂
小小星空大大愿望,438056847,湖南,3453,2025-06-17 12:50:50,脸和发型像素裳，衣服配色像希儿，姿势像灵砂，等建模出来吧，立绘既视感太重了
钟爱景元元的羽灵,401789852,四川,3450,2025-06-17 12:50:47,计划有变
猫猫10135,391637005,美国,3439,2025-06-17 12:50:31,我，爱音！
请多多指教喵,73722869,天津,3437,2025-06-17 12:50:29,《李素音》
小鸭脖吖,405973545,江苏,3429,2025-06-17 12:50:12,可以和黄泉组吗
you是我孙,258599251,广东,3422,2025-06-17 12:49:54,为什么把希儿衣服拔了给素裳穿
爵士豪猫猫,288496894,广西,3404,2025-06-17 12:49:12,根据史料记载瑟音一个人曾杀敌六万，所以是六倍的万敌
c米迦勒,297184845,江苏,3399,2025-06-17 12:49:05,：李素裳，你怎么穿着希儿的衣服
